#: table_doi: 10.17182/hepdata.90834.v1/t7
#: name: Figure 13 (T2qq)
#: description: Exclusion limits at 95% CL for light-flavor squark pair production, where the squarks decay to $q\tilde{\chi}_1^0$. Signal cross sections are calculated at approximately NNLO+NNLL order in $\alpha_S$, assuming unity branching fraction for the given decay and 1-fold degeneracy in the light-flavor squarks (corresponding to the inner set of curves in the limit plot). To get the theory cross section for other N-fold degeneracy assumptions (e.g. 8-fold for the outer curves in the limit plot), just multiply by N.

#: data_file: mt2_limits_T2qq.yaml
#: keyword reactions: P P --> SQUARK SQUARK | P P --> SQUARK SQUARK X | SQUARK --> QUARK NEUTRALINO
#: keyword cmenergies: 13000
#: keyword phrases: SUSY | Supersymmetry | Squark | Cross Section
#: $\sqrt{s}$,13 TeV
#: $\mathcal{L}_\mathrm{int}$,137 fb$^{-1}$
$m_\tilde{g}$ [GEV],$m_\mathrm{LSP}$ [GEV],Theory $\sigma$ [PB],error +,error -
1250,1075,0.00123,0.0001665,-0.0001665
1250,1100,0.00123,0.0001665,-0.0001665
1250,1125,0.00123,0.0001665,-0.0001665
1250,1150,0.00123,0.0001665,-0.0001665
1250,1175,0.00123,0.0001665,-0.0001665
1250,1200,0.00123,0.0001665,-0.0001665
1275,0,0.00105,0.000145,-0.000145
1275,25,0.00105,0.000145,-0.000145
1275,50,0.00105,0.000145,-0.000145
1275,75,0.00105,0.000145,-0.000145
1275,100,0.00105,0.000145,-0.000145
1275,125,0.00105,0.000145,-0.000145
1275,150,0.00105,0.000145,-0.000145
1275,175,0.00105,0.000145,-0.000145
1275,200,0.00105,0.000145,-0.000145
1275,225,0.00105,0.000145,-0.000145
1275,250,0.00105,0.000145,-0.000145
1275,275,0.00105,0.000145,-0.000145
1275,300,0.00105,0.000145,-0.000145
1275,325,0.00105,0.000145,-0.000145
1275,350,0.00105,0.000145,-0.000145
1275,375,0.00105,0.000145,-0.000145
1275,400,0.00105,0.000145,-0.000145
1275,425,0.00105,0.000145,-0.000145
1275,450,0.00105,0.000145,-0.000145
1275,475,0.00105,0.000145,-0.000145
1275,500,0.00105,0.000145,-0.000145
1275,525,0.00105,0.000145,-0.000145
1275,550,0.00105,0.000145,-0.000145
1275,575,0.00105,0.000145,-0.000145
1275,600,0.00105,0.000145,-0.000145
1275,625,0.00105,0.000145,-0.000145
1275,650,0.00105,0.000145,-0.000145
1275,675,0.00105,0.000145,-0.000145
1275,700,0.00105,0.000145,-0.000145
1275,725,0.00105,0.000145,-0.000145
1275,750,0.00105,0.000145,-0.000145
1275,775,0.00105,0.000145,-0.000145
1275,800,0.00105,0.000145,-0.000145
1275,825,0.00105,0.000145,-0.000145
1275,850,0.00105,0.000145,-0.000145
1275,875,0.00105,0.000145,-0.000145
1275,900,0.00105,0.000145,-0.000145
1275,925,0.00105,0.000145,-0.000145
1275,950,0.00105,0.000145,-0.000145
1275,975,0.00105,0.000145,-0.000145
1275,1000,0.00105,0.000145,-0.000145
1275,1025,0.00105,0.000145,-0.000145
1275,1050,0.00105,0.000145,-0.000145
1275,1075,0.00105,0.000145,-0.000145
1275,1100,0.00105,0.000145,-0.000145
1275,1125,0.00105,0.000145,-0.000145
1275,1150,0.00105,0.000145,-0.000145
1275,1175,0.00105,0.000145,-0.000145
1275,1200,0.00105,0.000145,-0.000145
1300,0,0.000894,0.0001259,-0.0001259
1300,25,0.000894,0.0001259,-0.0001259
1300,50,0.000894,0.0001259,-0.0001259
1300,75,0.000894,0.0001259,-0.0001259
1300,100,0.000894,0.0001259,-0.0001259
1300,125,0.000894,0.0001259,-0.0001259
1300,150,0.000894,0.0001259,-0.0001259
1300,175,0.000894,0.0001259,-0.0001259
1300,200,0.000894,0.0001259,-0.0001259
1300,225,0.000894,0.0001259,-0.0001259
1300,250,0.000894,0.0001259,-0.0001259
1300,275,0.000894,0.0001259,-0.0001259
1300,300,0.000894,0.0001259,-0.0001259
1300,325,0.000894,0.0001259,-0.0001259
1300,350,0.000894,0.0001259,-0.0001259
1300,375,0.000894,0.0001259,-0.0001259
1300,400,0.000894,0.0001259,-0.0001259
1300,425,0.000894,0.0001259,-0.0001259
1300,450,0.000894,0.0001259,-0.0001259
1300,475,0.000894,0.0001259,-0.0001259
1300,500,0.000894,0.0001259,-0.0001259
1300,525,0.000894,0.0001259,-0.0001259
1300,550,0.000894,0.0001259,-0.0001259
1300,575,0.000894,0.0001259,-0.0001259
1300,600,0.000894,0.0001259,-0.0001259
1300,625,0.000894,0.0001259,-0.0001259
1300,650,0.000894,0.0001259,-0.0001259
1300,675,0.000894,0.0001259,-0.0001259
1300,700,0.000894,0.0001259,-0.0001259
1300,725,0.000894,0.0001259,-0.0001259
1300,750,0.000894,0.0001259,-0.0001259
1300,775,0.000894,0.0001259,-0.0001259
1300,800,0.000894,0.0001259,-0.0001259
1300,825,0.000894,0.0001259,-0.0001259
1300,850,0.000894,0.0001259,-0.0001259
1300,875,0.000894,0.0001259,-0.0001259
1300,900,0.000894,0.0001259,-0.0001259
1300,925,0.000894,0.0001259,-0.0001259
1300,950,0.000894,0.0001259,-0.0001259
1300,975,0.000894,0.0001259,-0.0001259
1300,1000,0.000894,0.0001259,-0.0001259
1300,1025,0.000894,0.0001259,-0.0001259
1300,1050,0.000894,0.0001259,-0.0001259
1300,1075,0.000894,0.0001259,-0.0001259
1300,1100,0.000894,0.0001259,-0.0001259
1300,1125,0.000894,0.0001259,-0.0001259
1300,1150,0.000894,0.0001259,-0.0001259
1300,1175,0.000894,0.0001259,-0.0001259
1300,1200,0.000894,0.0001259,-0.0001259
1325,0,0.000763,0.0001096,-0.0001096
1325,25,0.000763,0.0001096,-0.0001096
1325,50,0.000763,0.0001096,-0.0001096
1325,75,0.000763,0.0001096,-0.0001096
1325,100,0.000763,0.0001096,-0.0001096
1325,125,0.000763,0.0001096,-0.0001096
1325,150,0.000763,0.0001096,-0.0001096
1325,175,0.000763,0.0001096,-0.0001096
1325,200,0.000763,0.0001096,-0.0001096
1325,225,0.000763,0.0001096,-0.0001096
1325,250,0.000763,0.0001096,-0.0001096
1325,275,0.000763,0.0001096,-0.0001096
1325,300,0.000763,0.0001096,-0.0001096
1325,325,0.000763,0.0001096,-0.0001096
1325,350,0.000763,0.0001096,-0.0001096
1325,375,0.000763,0.0001096,-0.0001096
1325,400,0.000763,0.0001096,-0.0001096
1325,425,0.000763,0.0001096,-0.0001096
1325,450,0.000763,0.0001096,-0.0001096
1325,475,0.000763,0.0001096,-0.0001096
1325,500,0.000763,0.0001096,-0.0001096
1325,525,0.000763,0.0001096,-0.0001096
1325,550,0.000763,0.0001096,-0.0001096
1325,575,0.000763,0.0001096,-0.0001096
1325,600,0.000763,0.0001096,-0.0001096
1325,625,0.000763,0.0001096,-0.0001096
1325,650,0.000763,0.0001096,-0.0001096
1325,675,0.000763,0.0001096,-0.0001096
1325,700,0.000763,0.0001096,-0.0001096
1325,725,0.000763,0.0001096,-0.0001096
1325,750,0.000763,0.0001096,-0.0001096
1325,775,0.000763,0.0001096,-0.0001096
1325,800,0.000763,0.0001096,-0.0001096
1325,825,0.000763,0.0001096,-0.0001096
1325,850,0.000763,0.0001096,-0.0001096
1325,875,0.000763,0.0001096,-0.0001096
1325,900,0.000763,0.0001096,-0.0001096
1325,925,0.000763,0.0001096,-0.0001096
1325,950,0.000763,0.0001096,-0.0001096
1325,975,0.000763,0.0001096,-0.0001096
1325,1000,0.000763,0.0001096,-0.0001096
1325,1025,0.000763,0.0001096,-0.0001096
1325,1050,0.000763,0.0001096,-0.0001096
1325,1075,0.000763,0.0001096,-0.0001096
1325,1100,0.000763,0.0001096,-0.0001096
1325,1125,0.000763,0.0001096,-0.0001096
1325,1150,0.000763,0.0001096,-0.0001096
1325,1175,0.000763,0.0001096,-0.0001096
1325,1200,0.000763,0.0001096,-0.0001096
1350,0,0.000652,9.545e-05,-9.545e-05
1350,25,0.000652,9.545e-05,-9.545e-05
1350,50,0.000652,9.545e-05,-9.545e-05
1350,75,0.000652,9.545e-05,-9.545e-05
1350,100,0.000652,9.545e-05,-9.545e-05
1350,125,0.000652,9.545e-05,-9.545e-05
1350,150,0.000652,9.545e-05,-9.545e-05
1350,175,0.000652,9.545e-05,-9.545e-05
1350,200,0.000652,9.545e-05,-9.545e-05
1350,225,0.000652,9.545e-05,-9.545e-05
1350,250,0.000652,9.545e-05,-9.545e-05
1350,275,0.000652,9.545e-05,-9.545e-05
1350,300,0.000652,9.545e-05,-9.545e-05
1350,325,0.000652,9.545e-05,-9.545e-05
1350,350,0.000652,9.545e-05,-9.545e-05
1350,375,0.000652,9.545e-05,-9.545e-05
1350,400,0.000652,9.545e-05,-9.545e-05
1350,425,0.000652,9.545e-05,-9.545e-05
1350,450,0.000652,9.545e-05,-9.545e-05
1350,475,0.000652,9.545e-05,-9.545e-05
1350,500,0.000652,9.545e-05,-9.545e-05
1350,525,0.000652,9.545e-05,-9.545e-05
1350,550,0.000652,9.545e-05,-9.545e-05
1350,575,0.000652,9.545e-05,-9.545e-05
1350,600,0.000652,9.545e-05,-9.545e-05
1350,625,0.000652,9.545e-05,-9.545e-05
1350,650,0.000652,9.545e-05,-9.545e-05
1350,675,0.000652,9.545e-05,-9.545e-05
1350,700,0.000652,9.545e-05,-9.545e-05
1350,725,0.000652,9.545e-05,-9.545e-05
1350,750,0.000652,9.545e-05,-9.545e-05
1350,775,0.000652,9.545e-05,-9.545e-05
1350,800,0.000652,9.545e-05,-9.545e-05
